"Pattern_1","Pattern_2","Pattern_3","Pattern_4","Pattern_5","Pattern_6","Pattern_7","Pattern_8","Pattern_9","Pattern_10","Pattern_11","Pattern_12","Pattern_13","Pattern_14","Pattern_15","Pattern_16","Pattern_17","Pattern_18","Pattern_19","Pattern_20","Pattern_21","Pattern_22","Pattern_23","Pattern_24","Pattern_25","Pattern_26","Pattern_27","Pattern_28"
NA,"ILK",NA,"GIMAP7",NA,NA,NA,NA,NA,NA,"CDX2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AC004839.2",NA,NA,NA
NA,"TNK1",NA,"CYB5A",NA,NA,NA,NA,NA,NA,"PIGQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DNAH2",NA,NA,NA
NA,"FAM228A",NA,"ETHE1",NA,NA,NA,NA,NA,NA,"ZNF410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HLA-E",NA,NA,NA
NA,"TIMM22",NA,"AC135050.3",NA,NA,NA,NA,NA,NA,"MFSD14B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YWHAH",NA,NA,NA
NA,"TMEM50A",NA,"MDFIC",NA,NA,NA,NA,NA,NA,"RAC2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SUV39H1",NA,NA,NA
NA,"AC010487.2",NA,"MLLT1",NA,NA,NA,NA,NA,NA,"SUCLG2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KMT2B",NA,NA,NA
NA,"WDR34",NA,"BBOX1-AS1",NA,NA,NA,NA,NA,NA,"TRNP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GBE1",NA,NA,NA
NA,"SMARCA4",NA,"TEC",NA,NA,NA,NA,NA,NA,"BCL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DYNLL2",NA,NA,NA
NA,"MTF1",NA,"FAM174C",NA,NA,NA,NA,NA,NA,"EXOC8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SNHG29",NA,NA,NA
NA,"GRIN2C",NA,"NSMCE3",NA,NA,NA,NA,NA,NA,"PPP6R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MZB1",NA,NA,NA
NA,"ARHGAP17",NA,"CIDEC",NA,NA,NA,NA,NA,NA,"NDRG2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LINC00857",NA,NA,NA
NA,"ESYT2",NA,"KLHL21",NA,NA,NA,NA,NA,NA,"CCDC7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SQSTM1",NA,NA,NA
NA,"DRP2",NA,"ENO3",NA,NA,NA,NA,NA,NA,"AC097512.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OFD1",NA,NA,NA
NA,"SETD9",NA,"SYNE1",NA,NA,NA,NA,NA,NA,"LDHAL6A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LINC01137",NA,NA,NA
NA,"TMEM41A",NA,"SEC14L3",NA,NA,NA,NA,NA,NA,"SLC16A12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SBNO1-AS1",NA,NA,NA
NA,"AC107959.2",NA,"KAT2A",NA,NA,NA,NA,NA,NA,"FAM168B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PACSIN2",NA,NA,NA
NA,"NDUFV3",NA,"C9orf72",NA,NA,NA,NA,NA,NA,"JAG1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THAP5",NA,NA,NA
NA,"HSD17B10",NA,"MGAT4B",NA,NA,NA,NA,NA,NA,"PIGY-DT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CYP4V2",NA,NA,NA
NA,"SELENOK",NA,"SLC25A27",NA,NA,NA,NA,NA,NA,"TMEM248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TNIP1",NA,NA,NA
NA,"NPL",NA,"COX7A2L",NA,NA,NA,NA,NA,NA,"CTNNA2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LSG1",NA,NA,NA
NA,"GPNMB",NA,"LINC02693",NA,NA,NA,NA,NA,NA,"EFCAB6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AJ011932.1",NA,NA,NA
NA,"DYNLT1",NA,"LY86-AS1",NA,NA,NA,NA,NA,NA,"GOLGA6L7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DNAJB9",NA,NA,NA
NA,"NUP133",NA,"AC108673.3",NA,NA,NA,NA,NA,NA,"WDR20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PANO1",NA,NA,NA
NA,"AC090971.5",NA,"AP003068.2",NA,NA,NA,NA,NA,NA,"MAP3K2-DT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HEXA",NA,NA,NA
NA,"JPX",NA,"METTL22",NA,NA,NA,NA,NA,NA,"PECR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TAF15",NA,NA,NA
NA,"SYK",NA,"ZNF22",NA,NA,NA,NA,NA,NA,"GIMAP4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AGPAT4",NA,NA,NA
NA,"BASP1",NA,"MPZ",NA,NA,NA,NA,NA,NA,"GREB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AL359881.3",NA,NA,NA
NA,"LINC01266",NA,"INTS13",NA,NA,NA,NA,NA,NA,"RAPGEF2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IFT57",NA,NA,NA
NA,"VPS45",NA,"HS3ST1",NA,NA,NA,NA,NA,NA,"ANKRD20A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RFK",NA,NA,NA
NA,"GGT7",NA,"SMN2",NA,NA,NA,NA,NA,NA,"TOMM40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AC008622.2",NA,NA,NA
NA,"PACS2",NA,"MRPL52",NA,NA,NA,NA,NA,NA,"PCNX3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"INTS3",NA,NA,NA
NA,"DMPK",NA,"GRB7",NA,NA,NA,NA,NA,NA,"NDUFA7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AL357141.1",NA,NA,NA
NA,"IGF2R",NA,"SEMA6A-AS2",NA,NA,NA,NA,NA,NA,"RNPEPL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PMP22",NA,NA,NA
NA,"CRYBG3",NA,"TAF1C",NA,NA,NA,NA,NA,NA,"MYCBP2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLC35B3",NA,NA,NA
NA,"AL136221.1",NA,"CYP4F12",NA,NA,NA,NA,NA,NA,"LINC01381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SF3A1",NA,NA,NA
NA,"ADAM22",NA,"CCNDBP1",NA,NA,NA,NA,NA,NA,"SYS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CNTNAP3",NA,NA,NA
NA,"DAZAP1",NA,"SBF2-AS1",NA,NA,NA,NA,NA,NA,"TMEM97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TMEM143",NA,NA,NA
NA,"FZD10",NA,"KLHL23",NA,NA,NA,NA,NA,NA,"CRTC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ATG4A",NA,NA,NA
NA,"CHIC2",NA,"MTHFSD",NA,NA,NA,NA,NA,NA,"CDKN2C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TFE3",NA,NA,NA
NA,"AL355385.1",NA,"NECTIN3-AS1",NA,NA,NA,NA,NA,NA,"LINC01748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LINC01089",NA,NA,NA
NA,"SHCBP1",NA,"DHFR2",NA,NA,NA,NA,NA,NA,"ISCA2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ZRANB1",NA,NA,NA
NA,"MIGA2",NA,"ACAT1",NA,NA,NA,NA,NA,NA,"GLB1L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NDEL1",NA,NA,NA
NA,"ABRACL",NA,"LINC00511",NA,NA,NA,NA,NA,NA,"AZI2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HMG20A",NA,NA,NA
NA,"KIAA1191",NA,"PHF8",NA,NA,NA,NA,NA,NA,"MLEC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PLXNB2",NA,NA,NA
NA,"RREB1",NA,"TNFRSF10A-AS1",NA,NA,NA,NA,NA,NA,"BRINP3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"INPPL1",NA,NA,NA
NA,"TMEM60",NA,"AC107223.1",NA,NA,NA,NA,NA,NA,"UBE2S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DCAKD",NA,NA,NA
NA,"CHRM2",NA,"HHLA3",NA,NA,NA,NA,NA,NA,"CAPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AL359644.1",NA,NA,NA
NA,"NAPB",NA,"MGAT4A",NA,NA,NA,NA,NA,NA,"NOB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP9",NA,NA,NA
NA,"SRPK2",NA,"F11R",NA,NA,NA,NA,NA,NA,"FSD1L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTC9",NA,NA,NA
NA,"AL356952.1",NA,"RAB4B",NA,NA,NA,NA,NA,NA,"TBC1D9B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ADH1A",NA,NA,NA
NA,"PICART1",NA,"XPR1",NA,NA,NA,NA,NA,NA,"ZDHHC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NACA2",NA,NA,NA
NA,"SP6",NA,"AL135925.1",NA,NA,NA,NA,NA,NA,"ARIH1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRANK1",NA,NA,NA
NA,"SRRD",NA,"LSM6",NA,NA,NA,NA,NA,NA,"ZNF623",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST3GAL1",NA,NA,NA
NA,"RBM15",NA,"NUDT8",NA,NA,NA,NA,NA,NA,"PLXND1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AL031432.3",NA,NA,NA
NA,"AC124248.2",NA,"EIF1AD",NA,NA,NA,NA,NA,NA,"VCAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TPRA1",NA,NA,NA
NA,"LINC01602",NA,"FARP1",NA,NA,NA,NA,NA,NA,"TPK1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VPS54",NA,NA,NA
NA,"PRTN3",NA,"AC012645.1",NA,NA,NA,NA,NA,NA,"LINC01549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LINC00685",NA,NA,NA
NA,"PLGLB1",NA,"GLB1L2",NA,NA,NA,NA,NA,NA,"TDP2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FAM111A",NA,NA,NA
NA,"EXOSC3",NA,"PCSK7",NA,NA,NA,NA,NA,NA,"ASCL2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TST",NA,NA,NA
NA,"DDX46",NA,"DAP",NA,NA,NA,NA,NA,NA,"DSG1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOLLIP",NA,NA,NA
NA,"ARMC5",NA,"TPD52",NA,NA,NA,NA,NA,NA,"IGF1R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FAM207A",NA,NA,NA
NA,"GCA",NA,"ACER2",NA,NA,NA,NA,NA,NA,"TEDC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TLR4",NA,NA,NA
NA,"GGNBP2",NA,"NINL",NA,NA,NA,NA,NA,NA,"GADD45B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MKNK1",NA,NA,NA
NA,"DGAT2L6",NA,"PIP4P1",NA,NA,NA,NA,NA,NA,"LINC01843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KDM2B",NA,NA,NA
NA,"NAB2",NA,"SMARCC2",NA,NA,NA,NA,NA,NA,"ERGIC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTSF1L",NA,NA,NA
NA,"LRRC66",NA,"AL592402.1",NA,NA,NA,NA,NA,NA,"AC130307.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PPP1CA",NA,NA,NA
NA,"ALG14",NA,"IRAK3",NA,NA,NA,NA,NA,NA,"PIGZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROGDI",NA,NA,NA
NA,"SELENOW",NA,"SREBF2",NA,NA,NA,NA,NA,NA,"BX842242.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LINC00243",NA,NA,NA
NA,"Z95624.1",NA,"SOCS6",NA,NA,NA,NA,NA,NA,"NCOR2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TAS2R10",NA,NA,NA
NA,"GALNT4",NA,"AC137834.2",NA,NA,NA,NA,NA,NA,"ZBTB45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DDHD1",NA,NA,NA
NA,"PRPF18",NA,"NCOA4",NA,NA,NA,NA,NA,NA,"HHEX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARID5A",NA,NA,NA
NA,"AC016737.1",NA,"AZGP1",NA,NA,NA,NA,NA,NA,"AL929472.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MICA",NA,NA,NA
NA,"TRAF4",NA,"MPV17L",NA,NA,NA,NA,NA,NA,"DCAF6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRAP1",NA,NA,NA
NA,"OSBPL6",NA,"UBA6",NA,NA,NA,NA,NA,NA,"ACD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A2M",NA,NA,NA
NA,"AP000525.1",NA,"TTC4",NA,NA,NA,NA,NA,NA,"SETD1A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RTCA",NA,NA,NA
NA,"PAXX",NA,"TMEM218",NA,NA,NA,NA,NA,NA,"AC010975.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COL17A1",NA,NA,NA
NA,"ABCE1",NA,"SLC25A33",NA,NA,NA,NA,NA,NA,"GPBP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAPRIN2",NA,NA,NA
NA,"C2orf42",NA,"MFF",NA,NA,NA,NA,NA,NA,"TTC9C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MTCH1",NA,NA,NA
NA,"MRM1",NA,"MEMO1",NA,NA,NA,NA,NA,NA,"PGBD2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AC097639.1",NA,NA,NA
NA,"SHLD3",NA,"MOSMO",NA,NA,NA,NA,NA,NA,"AC017076.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AC004528.2",NA,NA,NA
NA,"AC006333.2",NA,"HAX1",NA,NA,NA,NA,NA,NA,"ZNF718",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TSR1",NA,NA,NA
NA,"ACCS",NA,"TCEANC",NA,NA,NA,NA,NA,NA,"VDAC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTSE1",NA,NA,NA
NA,"LINC00665",NA,"KIF3B",NA,NA,NA,NA,NA,NA,"TMUB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BST1",NA,NA,NA
NA,"AC007681.1",NA,"HTATIP2",NA,NA,NA,NA,NA,NA,"LAMB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GOT1",NA,NA,NA
NA,"ROCK1",NA,"ZNF181",NA,NA,NA,NA,NA,NA,"AL590708.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRIM11",NA,NA,NA
NA,"LINC01152",NA,"TLCD2",NA,NA,NA,NA,NA,NA,"ITLN1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AC245407.2",NA,NA,NA
NA,"CLEC18B",NA,"AC084346.1",NA,NA,NA,NA,NA,NA,"PLA2G1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OGT",NA,NA,NA
NA,"GPAT4",NA,"SGK2",NA,NA,NA,NA,NA,NA,"TSC22D2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHST14",NA,NA,NA
NA,"CBX5",NA,"AC024060.2",NA,NA,NA,NA,NA,NA,"BRF2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TNS1",NA,NA,NA
NA,"CR1",NA,"IL1RN",NA,NA,NA,NA,NA,NA,"KBTBD8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MTMR4",NA,NA,NA
NA,"SP9",NA,"IMMP1L",NA,NA,NA,NA,NA,NA,"SZRD1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IGHG1",NA,NA,NA
NA,"TSPAN6",NA,"NTN1",NA,NA,NA,NA,NA,NA,"TBILA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"PGGT1B",NA,"ALG14",NA,NA,NA,NA,NA,NA,"MORF4L2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"SLC41A2",NA,"ARHGEF19",NA,NA,NA,NA,NA,NA,"BRK1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AL157912.1",NA,"LRRC2",NA,NA,NA,NA,NA,NA,"PTGR2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"SMAD3",NA,"UQCRFS1",NA,NA,NA,NA,NA,NA,"AC114271.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"RNF121",NA,"LRRC41",NA,NA,NA,NA,NA,NA,"GNB4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AC073569.3",NA,"MT-ND5",NA,NA,NA,NA,NA,NA,"SLC3A2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"EFTUD2",NA,"VPS26C",NA,NA,NA,NA,NA,NA,"MED1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CCDC6",NA,"JPH4",NA,NA,NA,NA,NA,NA,"HELQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AC084809.1",NA,"WWP1",NA,NA,NA,NA,NA,NA,"AC020915.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AC083870.1",NA,"ZNF330",NA,NA,NA,NA,NA,NA,"GAS1RR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DYRK1A",NA,"MEX3C",NA,NA,NA,NA,NA,NA,"LINC01728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"PPIC",NA,"KRT10",NA,NA,NA,NA,NA,NA,"ZFPL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AL355073.2",NA,"ANPEP",NA,NA,NA,NA,NA,NA,"MEI1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CCL27",NA,"FAM110B",NA,NA,NA,NA,NA,NA,"RPP40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NOP9",NA,"AC079328.2",NA,NA,NA,NA,NA,NA,"PRRT3-AS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AC006144.2",NA,"NUP160",NA,NA,NA,NA,NA,NA,"HIST1H1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"TM6SF2",NA,"POU2F3",NA,NA,NA,NA,NA,NA,"CFHR3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"SRD5A3",NA,"CASP2",NA,NA,NA,NA,NA,NA,"WNT9A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NRM",NA,"SFXN4",NA,NA,NA,NA,NA,NA,"PCAT6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"SH3YL1",NA,"YIPF6",NA,NA,NA,NA,NA,NA,"PTCD3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HIST2H4A",NA,"SEC14L1",NA,NA,NA,NA,NA,NA,"LRCH4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"YPEL2",NA,"AL390728.5",NA,NA,NA,NA,NA,NA,"SLC30A5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"SCAND1",NA,"FUCA1",NA,NA,NA,NA,NA,NA,"WLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"STAM",NA,"AHCY",NA,NA,NA,NA,NA,NA,"AL669970.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"IFI27L2",NA,"TRMT9B",NA,NA,NA,NA,NA,NA,"HYAL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"SPRR2A",NA,"ASGR1",NA,NA,NA,NA,NA,NA,"CZIB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LINC00174",NA,"AC079336.2",NA,NA,NA,NA,NA,NA,"OXCT1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"TMCO2",NA,"LINC02482",NA,NA,NA,NA,NA,NA,"RAPGEF5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"SRCAP",NA,"TTC28-AS1",NA,NA,NA,NA,NA,NA,"UGT1A1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NT5M",NA,"SINHCAF",NA,NA,NA,NA,NA,NA,"LINC02699",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"TRAPPC8",NA,"GTDC1",NA,NA,NA,NA,NA,NA,"NPM3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"SNX15",NA,"CCDC61",NA,NA,NA,NA,NA,NA,"HTRA2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"GLTPD2",NA,"ROMO1",NA,NA,NA,NA,NA,NA,"KRTAP10-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"UNC119",NA,"AC005224.3",NA,NA,NA,NA,NA,NA,"CCDC58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DKC1",NA,"PGRMC1",NA,NA,NA,NA,NA,NA,"CAPN8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ZNF507",NA,"TAL2",NA,NA,NA,NA,NA,NA,"BOP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"PPP1R27",NA,"PARP12",NA,NA,NA,NA,NA,NA,"SMCR8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"YTHDC1",NA,"POLR2E",NA,NA,NA,NA,NA,NA,"CASP9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"TOX4",NA,"ACTR3",NA,NA,NA,NA,NA,NA,"SLC66A1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MINK1",NA,"ZNF174",NA,NA,NA,NA,NA,NA,"ERO1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"URGCP",NA,"SSSCA1-AS1",NA,NA,NA,NA,NA,NA,"RARG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AL035252.3",NA,"AC145207.2",NA,NA,NA,NA,NA,NA,"TTC23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NUDT1",NA,"SULT1C2",NA,NA,NA,NA,NA,NA,"NPIPA5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"TMEM74",NA,"RDH10",NA,NA,NA,NA,NA,NA,"GOPC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NCKAP1",NA,"ORC6",NA,NA,NA,NA,NA,NA,"LSM5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"WASHC2C",NA,"PCYOX1",NA,NA,NA,NA,NA,NA,"YIPF4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ENDOV",NA,"LINC02175",NA,NA,NA,NA,NA,NA,"TOMM34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
