"Pattern_1","Pattern_2","Pattern_3","Pattern_4","Pattern_5","Pattern_6","Pattern_7","Pattern_8","Pattern_9","Pattern_10","Pattern_11"
NA,"CDC25B",NA,NA,NA,NA,NA,NA,NA,NA,"CEACAM3"
NA,"CPN1",NA,NA,NA,NA,NA,NA,NA,NA,"PPIB"
NA,"LIN52",NA,NA,NA,NA,NA,NA,NA,NA,"TXLNG"
NA,"NIF3L1",NA,NA,NA,NA,NA,NA,NA,NA,"YKT6"
NA,"TUBB2A",NA,NA,NA,NA,NA,NA,NA,NA,"ZFC3H1"
NA,"CD3EAP",NA,NA,NA,NA,NA,NA,NA,NA,"GOLGA8N"
NA,"SEC63",NA,NA,NA,NA,NA,NA,NA,NA,"CUEDC1"
NA,"PDIA4",NA,NA,NA,NA,NA,NA,NA,NA,"VRK2"
NA,"KRAS",NA,NA,NA,NA,NA,NA,NA,NA,"GOLT1B"
NA,"IQGAP2",NA,NA,NA,NA,NA,NA,NA,NA,"PPP3CB"
NA,"MTUS2",NA,NA,NA,NA,NA,NA,NA,NA,"GAL3ST1"
NA,"PTGES2",NA,NA,NA,NA,NA,NA,NA,NA,"PRR12"
NA,"CYB561A3",NA,NA,NA,NA,NA,NA,NA,NA,"SWI5"
NA,"ZFPM1",NA,NA,NA,NA,NA,NA,NA,NA,"TTC4"
NA,"FAM200A",NA,NA,NA,NA,NA,NA,NA,NA,"PPP1R36"
NA,"CLDN3",NA,NA,NA,NA,NA,NA,NA,NA,"GULP1"
NA,"CD5L",NA,NA,NA,NA,NA,NA,NA,NA,"C2CD4B"
NA,"CREB3L4",NA,NA,NA,NA,NA,NA,NA,NA,"TSPAN1"
NA,"DUSP12",NA,NA,NA,NA,NA,NA,NA,NA,"BBS5"
NA,"HIST1H4C",NA,NA,NA,NA,NA,NA,NA,NA,"FBXO36"
NA,"LAMP2",NA,NA,NA,NA,NA,NA,NA,NA,"NOTCH3"
NA,"UGP2",NA,NA,NA,NA,NA,NA,NA,NA,"CFAP300"
NA,"TMEM130",NA,NA,NA,NA,NA,NA,NA,NA,"NOC3L"
NA,"PTPRF",NA,NA,NA,NA,NA,NA,NA,NA,"KANK3"
NA,"NECAB3",NA,NA,NA,NA,NA,NA,NA,NA,"ARFGEF3"
NA,"ACAA1",NA,NA,NA,NA,NA,NA,NA,NA,"CAP1"
NA,"CPB2-AS1",NA,NA,NA,NA,NA,NA,NA,NA,"AC018695.6"
NA,"PILRB",NA,NA,NA,NA,NA,NA,NA,NA,"AHDC1"
NA,"INSIG1",NA,NA,NA,NA,NA,NA,NA,NA,"AP001267.3"
NA,"IL18BP",NA,NA,NA,NA,NA,NA,NA,NA,"AHI1"
NA,"AC019205.1",NA,NA,NA,NA,NA,NA,NA,NA,"PARPBP"
NA,"EMCN",NA,NA,NA,NA,NA,NA,NA,NA,"ATN1"
NA,"MT1G",NA,NA,NA,NA,NA,NA,NA,NA,"LHFPL6"
NA,"AP2A2",NA,NA,NA,NA,NA,NA,NA,NA,"MTERF4"
NA,"PSMA5",NA,NA,NA,NA,NA,NA,NA,NA,"ANKRD54"
NA,"GPAM",NA,NA,NA,NA,NA,NA,NA,NA,"STRA6"
NA,"TBC1D24",NA,NA,NA,NA,NA,NA,NA,NA,"MAGED1"
NA,"DDX51",NA,NA,NA,NA,NA,NA,NA,NA,"PTPN7"
NA,"ZNF708",NA,NA,NA,NA,NA,NA,NA,NA,"GJA1"
NA,"ESRP2",NA,NA,NA,NA,NA,NA,NA,NA,"HP1BP3"
NA,"TMEM202-AS1",NA,NA,NA,NA,NA,NA,NA,NA,"AC009148.1"
NA,"GRIA3",NA,NA,NA,NA,NA,NA,NA,NA,"ACTL6A"
NA,"LINC00891",NA,NA,NA,NA,NA,NA,NA,NA,"AC010931.2"
NA,"SKI",NA,NA,NA,NA,NA,NA,NA,NA,"NOD2"
NA,"DNAJA1",NA,NA,NA,NA,NA,NA,NA,NA,"RAP2C"
NA,"SIGLEC7",NA,NA,NA,NA,NA,NA,NA,NA,"NUP160"
NA,"DCBLD2",NA,NA,NA,NA,NA,NA,NA,NA,"ROCK2"
NA,"KRT7",NA,NA,NA,NA,NA,NA,NA,NA,"GLIS1"
NA,"SIDT2",NA,NA,NA,NA,NA,NA,NA,NA,"FNDC1"
NA,"ATP5PD",NA,NA,NA,NA,NA,NA,NA,NA,"SYNE2"
NA,"ACAA2",NA,NA,NA,NA,NA,NA,NA,NA,"AC079753.2"
NA,"BMP10",NA,NA,NA,NA,NA,NA,NA,NA,"FAIM2"
NA,"COX7A2",NA,NA,NA,NA,NA,NA,NA,NA,"HNRNPA3"
NA,"AC108134.3",NA,NA,NA,NA,NA,NA,NA,NA,"DNAJB9"
NA,"ZNF141",NA,NA,NA,NA,NA,NA,NA,NA,"RPL6"
NA,"POLR2G",NA,NA,NA,NA,NA,NA,NA,NA,"BCKDK"
NA,"CERK",NA,NA,NA,NA,NA,NA,NA,NA,"HPCAL1"
NA,"TXNL4A",NA,NA,NA,NA,NA,NA,NA,NA,"CCDC85C"
NA,"CMTM3",NA,NA,NA,NA,NA,NA,NA,NA,"SPIRE2"
NA,"LDB2",NA,NA,NA,NA,NA,NA,NA,NA,"SPATA6L"
NA,"PSMC5",NA,NA,NA,NA,NA,NA,NA,NA,"PIP5KL1"
NA,"RNF181",NA,NA,NA,NA,NA,NA,NA,NA,"COPS2"
NA,"SEC16B",NA,NA,NA,NA,NA,NA,NA,NA,"NT5C"
NA,"AC027449.1",NA,NA,NA,NA,NA,NA,NA,NA,"TRIP11"
NA,"GPR137",NA,NA,NA,NA,NA,NA,NA,NA,"PLXDC2"
NA,"TMEM47",NA,NA,NA,NA,NA,NA,NA,NA,"ETFBKMT"
NA,"PRPF38A",NA,NA,NA,NA,NA,NA,NA,NA,"MANF"
NA,"HARS",NA,NA,NA,NA,NA,NA,NA,NA,"MDM2"
NA,"ACOT2",NA,NA,NA,NA,NA,NA,NA,NA,"AC010247.2"
NA,"CORO2B",NA,NA,NA,NA,NA,NA,NA,NA,"ASPM"
NA,"TNKS1BP1",NA,NA,NA,NA,NA,NA,NA,NA,"ZNF222"
NA,"RAG1",NA,NA,NA,NA,NA,NA,NA,NA,"NTMT1"
NA,"CFD",NA,NA,NA,NA,NA,NA,NA,NA,"KRTAP5-10"
NA,"CIAO1",NA,NA,NA,NA,NA,NA,NA,NA,"PIK3R3"
NA,"HAO1",NA,NA,NA,NA,NA,NA,NA,NA,"TMSB4X"
NA,"VPS18",NA,NA,NA,NA,NA,NA,NA,NA,"FERMT2"
NA,"PCP4L1",NA,NA,NA,NA,NA,NA,NA,NA,"ZNRD2"
NA,"MBP",NA,NA,NA,NA,NA,NA,NA,NA,"YBEY"
NA,"PSMB8",NA,NA,NA,NA,NA,NA,NA,NA,"ACP6"
NA,"RASD1",NA,NA,NA,NA,NA,NA,NA,NA,"PINLYP"
NA,"ZC3H13",NA,NA,NA,NA,NA,NA,NA,NA,"ARMH3"
NA,"SH2D4A",NA,NA,NA,NA,NA,NA,NA,NA,"UBE2M"
NA,"FPGS",NA,NA,NA,NA,NA,NA,NA,NA,"COL1A1"
NA,"HERC6",NA,NA,NA,NA,NA,NA,NA,NA,"CCDC115"
NA,"CLYBL",NA,NA,NA,NA,NA,NA,NA,NA,"AC127502.2"
NA,"RERE",NA,NA,NA,NA,NA,NA,NA,NA,"AL512380.2"
NA,"CAPN10",NA,NA,NA,NA,NA,NA,NA,NA,"DHX9"
NA,"CLDN2",NA,NA,NA,NA,NA,NA,NA,NA,"CEBPZ"
NA,"TXLNG",NA,NA,NA,NA,NA,NA,NA,NA,"B4GALT7"
NA,"CREB3L3",NA,NA,NA,NA,NA,NA,NA,NA,"ASF1A"
NA,"CASC4",NA,NA,NA,NA,NA,NA,NA,NA,"IL2RG"
NA,"FAM222B",NA,NA,NA,NA,NA,NA,NA,NA,"GLIPR1"
NA,"CYC1",NA,NA,NA,NA,NA,NA,NA,NA,"SEPTIN8"
NA,"RIC1",NA,NA,NA,NA,NA,NA,NA,NA,"CASC8"
NA,"NAXE",NA,NA,NA,NA,NA,NA,NA,NA,"ECE1"
NA,"CRTAM",NA,NA,NA,NA,NA,NA,NA,NA,"TXNDC11"
NA,"HINT3",NA,NA,NA,NA,NA,NA,NA,NA,"PPP1R12C"
NA,"CTNND1",NA,NA,NA,NA,NA,NA,NA,NA,"MSC"
NA,"DAZAP1",NA,NA,NA,NA,NA,NA,NA,NA,"AL157392.4"
NA,"KIF11",NA,NA,NA,NA,NA,NA,NA,NA,"AL358780.1"
NA,"UBE2H",NA,NA,NA,NA,NA,NA,NA,NA,"FARP1-AS1"
NA,"OSBPL5",NA,NA,NA,NA,NA,NA,NA,NA,"SSU72"
NA,"UFM1",NA,NA,NA,NA,NA,NA,NA,NA,"NRXN2"
NA,"BCL2L10",NA,NA,NA,NA,NA,NA,NA,NA,"AL157392.3"
NA,"IL11RA",NA,NA,NA,NA,NA,NA,NA,NA,"NXPE4"
NA,"PLOD1",NA,NA,NA,NA,NA,NA,NA,NA,"AC245060.5"
NA,"ADK",NA,NA,NA,NA,NA,NA,NA,NA,"CD163L1"
NA,"MOB3B",NA,NA,NA,NA,NA,NA,NA,NA,"ZNF813"
NA,"COQ4",NA,NA,NA,NA,NA,NA,NA,NA,"EIF4A3"
NA,"VPS11",NA,NA,NA,NA,NA,NA,NA,NA,"GLE1"
NA,"ZNF433",NA,NA,NA,NA,NA,NA,NA,NA,"ZRSR2"
NA,"NOP14",NA,NA,NA,NA,NA,NA,NA,NA,"HSPA6"
NA,"TMEM116",NA,NA,NA,NA,NA,NA,NA,NA,"SETD6"
NA,"CDK5RAP2",NA,NA,NA,NA,NA,NA,NA,NA,"MIR4435-2HG"
NA,"GOLGA5",NA,NA,NA,NA,NA,NA,NA,NA,"AGRN"
NA,"ISOC2",NA,NA,NA,NA,NA,NA,NA,NA,"CABLES2"
NA,"ARHGEF18",NA,NA,NA,NA,NA,NA,NA,NA,"COPB2"
NA,"DDX49",NA,NA,NA,NA,NA,NA,NA,NA,"PAXX"
NA,"MRPL4",NA,NA,NA,NA,NA,NA,NA,NA,"METAP1"
NA,"SGTA",NA,NA,NA,NA,NA,NA,NA,NA,"CABLES1"
NA,"AC091180.4",NA,NA,NA,NA,NA,NA,NA,NA,"RPL39"
NA,"ZNF442",NA,NA,NA,NA,NA,NA,NA,NA,"DOCK2"
NA,"CARD16",NA,NA,NA,NA,NA,NA,NA,NA,"SNTB2"
NA,"CLDN12",NA,NA,NA,NA,NA,NA,NA,NA,"AL136295.6"
NA,"AP5S1",NA,NA,NA,NA,NA,NA,NA,NA,"IGF2BP2"
NA,"PEX5",NA,NA,NA,NA,NA,NA,NA,NA,"TMEM214"
NA,"PRKCA",NA,NA,NA,NA,NA,NA,NA,NA,"MRPL24"
NA,"AC020909.2",NA,NA,NA,NA,NA,NA,NA,NA,"AC093627.6"
NA,"NDUFAF6",NA,NA,NA,NA,NA,NA,NA,NA,"CNRIP1"
NA,"MAT2B",NA,NA,NA,NA,NA,NA,NA,NA,"AP1G2"
NA,"GABARAPL1",NA,NA,NA,NA,NA,NA,NA,NA,"ZSCAN29"
NA,"NR1I3",NA,NA,NA,NA,NA,NA,NA,NA,"ACTR3"
NA,"NPRL3",NA,NA,NA,NA,NA,NA,NA,NA,"SMOX"
NA,"TXNDC12",NA,NA,NA,NA,NA,NA,NA,NA,"AC005332.3"
NA,"GNE",NA,NA,NA,NA,NA,NA,NA,NA,"ESRP1"
NA,"SHARPIN",NA,NA,NA,NA,NA,NA,NA,NA,"GZMH"
NA,"SC5D",NA,NA,NA,NA,NA,NA,NA,NA,"GET4"
NA,"ZFAND1",NA,NA,NA,NA,NA,NA,NA,NA,"RAB11FIP4"
NA,"ERBB3",NA,NA,NA,NA,NA,NA,NA,NA,"APPL1"
NA,"PLIN4",NA,NA,NA,NA,NA,NA,NA,NA,"RBM4B"
NA,"LANCL2",NA,NA,NA,NA,NA,NA,NA,NA,"STK38"
NA,"POLG",NA,NA,NA,NA,NA,NA,NA,NA,"PLEKHB2"
NA,"YTHDF3-AS1",NA,NA,NA,NA,NA,NA,NA,NA,"HS2ST1"
NA,"NCOA7",NA,NA,NA,NA,NA,NA,NA,NA,"KIF1C"
NA,"ECHDC2",NA,NA,NA,NA,NA,NA,NA,NA,"SPEG"
NA,"ZNF710-AS1",NA,NA,NA,NA,NA,NA,NA,NA,"PRKAA1"
NA,"SEC61B",NA,NA,NA,NA,NA,NA,NA,NA,"PSMD4"
NA,"IGLV2-8",NA,NA,NA,NA,NA,NA,NA,NA,"SLCO4C1"
NA,"ARL5A",NA,NA,NA,NA,NA,NA,NA,NA,"DDX59"
NA,"GOT1",NA,NA,NA,NA,NA,NA,NA,NA,"CCNDBP1"
NA,"GDA",NA,NA,NA,NA,NA,NA,NA,NA,"ME2"
NA,"NAPRT",NA,NA,NA,NA,NA,NA,NA,NA,"SSR2"
NA,"AC139530.1",NA,NA,NA,NA,NA,NA,NA,NA,"PLPP7"
NA,"FAM160B1",NA,NA,NA,NA,NA,NA,NA,NA,"TTC37"
NA,"C2orf42",NA,NA,NA,NA,NA,NA,NA,NA,"PANK2"
NA,"PLPP4",NA,NA,NA,NA,NA,NA,NA,NA,"GTPBP1"
NA,"ZNF572",NA,NA,NA,NA,NA,NA,NA,NA,"CCDC82"
NA,"PCCA-DT",NA,NA,NA,NA,NA,NA,NA,NA,"RPL4"
NA,"LRFN4",NA,NA,NA,NA,NA,NA,NA,NA,"HMGA1"
NA,"ICOSLG",NA,NA,NA,NA,NA,NA,NA,NA,"CCL5"
NA,"FBL",NA,NA,NA,NA,NA,NA,NA,NA,"ARL8B"
NA,"FGGY",NA,NA,NA,NA,NA,NA,NA,NA,"NCOA7"
NA,"CYP2J2",NA,NA,NA,NA,NA,NA,NA,NA,"DTX3L"
NA,"TEN1",NA,NA,NA,NA,NA,NA,NA,NA,"RERG"
NA,"UBAP1",NA,NA,NA,NA,NA,NA,NA,NA,"SLC35F6"
NA,"SLC37A3",NA,NA,NA,NA,NA,NA,NA,NA,"SUSD2"
NA,"ZNF444",NA,NA,NA,NA,NA,NA,NA,NA,"SELENOM"
NA,"AC011978.2",NA,NA,NA,NA,NA,NA,NA,NA,"MTHFD1L"
NA,"MTHFD1",NA,NA,NA,NA,NA,NA,NA,NA,"TAF1C"
NA,"AC011472.4",NA,NA,NA,NA,NA,NA,NA,NA,"LINC00654"
NA,"CD96",NA,NA,NA,NA,NA,NA,NA,NA,"R3HDM2"
NA,"LINC02177",NA,NA,NA,NA,NA,NA,NA,NA,"ZWINT"
NA,"PCF11",NA,NA,NA,NA,NA,NA,NA,NA,"YEATS2"
NA,"BAIAP3",NA,NA,NA,NA,NA,NA,NA,NA,"TGFB2"
NA,"MAP3K1",NA,NA,NA,NA,NA,NA,NA,NA,"MICU1"
NA,"SIPA1L3",NA,NA,NA,NA,NA,NA,NA,NA,"GPD1L"
NA,"BCL7B",NA,NA,NA,NA,NA,NA,NA,NA,"ERH"
NA,"HOMEZ",NA,NA,NA,NA,NA,NA,NA,NA,"PLAAT3"
NA,"AC011591.1",NA,NA,NA,NA,NA,NA,NA,NA,"AP003307.1"
NA,"LCN10",NA,NA,NA,NA,NA,NA,NA,NA,"CDKN1A"
NA,"POU2F1",NA,NA,NA,NA,NA,NA,NA,NA,"C5orf24"
NA,"SLC35B1",NA,NA,NA,NA,NA,NA,NA,NA,"NINJ2"
NA,"PLEKHA1",NA,NA,NA,NA,NA,NA,NA,NA,"PTOV1-AS1"
NA,"MRPS30",NA,NA,NA,NA,NA,NA,NA,NA,"GALNT12"
NA,"MMP23B",NA,NA,NA,NA,NA,NA,NA,NA,"SPATA7"
NA,"SPINT1",NA,NA,NA,NA,NA,NA,NA,NA,"IMPACT"
NA,"CCDC34",NA,NA,NA,NA,NA,NA,NA,NA,"RAB27A"
NA,"CYP2D6",NA,NA,NA,NA,NA,NA,NA,NA,"CRTAM"
NA,"SNAP47",NA,NA,NA,NA,NA,NA,NA,NA,"PPP1R3E"
NA,"ARHGEF26-AS1",NA,NA,NA,NA,NA,NA,NA,NA,"AL132655.2"
NA,"PINK1",NA,NA,NA,NA,NA,NA,NA,NA,"HSPA8"
NA,"SLC10A1",NA,NA,NA,NA,NA,NA,NA,NA,"HIST1H4C"
NA,"AC116667.1",NA,NA,NA,NA,NA,NA,NA,NA,"PTGIS"
NA,"NUDT5",NA,NA,NA,NA,NA,NA,NA,NA,"PIGX"
NA,"ZFYVE21",NA,NA,NA,NA,NA,NA,NA,NA,"LINC00702"
NA,"CISD3",NA,NA,NA,NA,NA,NA,NA,NA,"BCL2L11"
NA,"SLC30A4",NA,NA,NA,NA,NA,NA,NA,NA,"SOCS1"
NA,"PYGL",NA,NA,NA,NA,NA,NA,NA,NA,"L3MBTL2"
NA,"SCMH1",NA,NA,NA,NA,NA,NA,NA,NA,"NSA2"
NA,"SAT2",NA,NA,NA,NA,NA,NA,NA,NA,"COL23A1"
NA,"SKIV2L",NA,NA,NA,NA,NA,NA,NA,NA,"AC011346.1"
NA,"NDUFB3",NA,NA,NA,NA,NA,NA,NA,NA,"IGHM"
NA,"TSTA3",NA,NA,NA,NA,NA,NA,NA,NA,"AMN1"
NA,"PCSK7",NA,NA,NA,NA,NA,NA,NA,NA,"PLEKHO2"
NA,"NAAA",NA,NA,NA,NA,NA,NA,NA,NA,"SELENOF"
NA,"MED17",NA,NA,NA,NA,NA,NA,NA,NA,"ZNF529-AS1"
NA,"ECI1",NA,NA,NA,NA,NA,NA,NA,NA,"AC068888.2"
NA,"ITIH4",NA,NA,NA,NA,NA,NA,NA,NA,"SLC12A2"
NA,"MYLK",NA,NA,NA,NA,NA,NA,NA,NA,"TNS1"
NA,"ABHD18",NA,NA,NA,NA,NA,NA,NA,NA,"PRKN"
NA,"PREB",NA,NA,NA,NA,NA,NA,NA,NA,"NAA50"
NA,"ACOX2",NA,NA,NA,NA,NA,NA,NA,NA,"TRIM22"
NA,"NKIRAS1",NA,NA,NA,NA,NA,NA,NA,NA,"SIX5"
NA,"AL606491.1",NA,NA,NA,NA,NA,NA,NA,NA,"ZNF627"
NA,"LINC02027",NA,NA,NA,NA,NA,NA,NA,NA,"C1QTNF1"
NA,"MIPOL1",NA,NA,NA,NA,NA,NA,NA,NA,"GPRASP2"
NA,"POLR2B",NA,NA,NA,NA,NA,NA,NA,NA,"APOBEC3G"
NA,"SYT7",NA,NA,NA,NA,NA,NA,NA,NA,"ARL5B"
NA,"LINC01091",NA,NA,NA,NA,NA,NA,NA,NA,"RALB"
NA,"LY6E",NA,NA,NA,NA,NA,NA,NA,NA,"POLE4"
NA,"ESRRA",NA,NA,NA,NA,NA,NA,NA,NA,"FOLR2"
NA,"BLOC1S4",NA,NA,NA,NA,NA,NA,NA,NA,"CHMP7"
NA,"NPIPA9",NA,NA,NA,NA,NA,NA,NA,NA,"CEP83"
NA,"ASCC2",NA,NA,NA,NA,NA,NA,NA,NA,"SCOC-AS1"
NA,"C4orf33",NA,NA,NA,NA,NA,NA,NA,NA,"SETD4"
NA,"GIPC3",NA,NA,NA,NA,NA,NA,NA,NA,"ADNP2"
NA,"TMEM37",NA,NA,NA,NA,NA,NA,NA,NA,"ZNF706"
NA,"CAMK1",NA,NA,NA,NA,NA,NA,NA,NA,"LINC02649"
NA,"NGRN",NA,NA,NA,NA,NA,NA,NA,NA,"LINC01089"
NA,"AC108488.3",NA,NA,NA,NA,NA,NA,NA,NA,"MGAT4C"
NA,"POMP",NA,NA,NA,NA,NA,NA,NA,NA,"FAM114A2"
NA,"TIMM17B",NA,NA,NA,NA,NA,NA,NA,NA,"RPL37"
NA,"VGLL3",NA,NA,NA,NA,NA,NA,NA,NA,"ZEB1"
NA,"AC073140.1",NA,NA,NA,NA,NA,NA,NA,NA,"RPL30"
NA,"NOSTRIN",NA,NA,NA,NA,NA,NA,NA,NA,"SERTAD2"
NA,"PLK3",NA,NA,NA,NA,NA,NA,NA,NA,"PAM"
NA,"OCEL1",NA,NA,NA,NA,NA,NA,NA,NA,"DAAM1"
NA,"G3BP2",NA,NA,NA,NA,NA,NA,NA,NA,"ISOC1"
NA,"AAMP",NA,NA,NA,NA,NA,NA,NA,NA,"CCDC102B"
NA,"MMRN1",NA,NA,NA,NA,NA,NA,NA,NA,"ACTN1"
NA,"C19orf71",NA,NA,NA,NA,NA,NA,NA,NA,"KTI12"
NA,"SCRG1",NA,NA,NA,NA,NA,NA,NA,NA,"PLOD2"
NA,"ANKRD53",NA,NA,NA,NA,NA,NA,NA,NA,"KPNA5"
NA,"DHPS",NA,NA,NA,NA,NA,NA,NA,NA,"CDC7"
NA,"XIAP",NA,NA,NA,NA,NA,NA,NA,NA,"ZNF253"
NA,"CA14",NA,NA,NA,NA,NA,NA,NA,NA,"LARP6"
NA,"PSAT1",NA,NA,NA,NA,NA,NA,NA,NA,"FOXF1"
NA,"ZDHHC23",NA,NA,NA,NA,NA,NA,NA,NA,"SNX20"
NA,"AL450384.2",NA,NA,NA,NA,NA,NA,NA,NA,"LMO4"
NA,"SMN1",NA,NA,NA,NA,NA,NA,NA,NA,"SNHG18"
NA,"ACBD6",NA,NA,NA,NA,NA,NA,NA,NA,"AC007993.3"
NA,"DAPK1",NA,NA,NA,NA,NA,NA,NA,NA,"ZNF268"
NA,"METTL14",NA,NA,NA,NA,NA,NA,NA,NA,"LSM14A"
NA,"AL133227.1",NA,NA,NA,NA,NA,NA,NA,NA,"MAPKBP1"
NA,"WBP2",NA,NA,NA,NA,NA,NA,NA,NA,"MTRF1"
NA,"TMEM94",NA,NA,NA,NA,NA,NA,NA,NA,"CHMP2A"
NA,"ITGBL1",NA,NA,NA,NA,NA,NA,NA,NA,"TRIM52-AS1"
NA,"TRAPPC6A",NA,NA,NA,NA,NA,NA,NA,NA,"SP110"
NA,"LINC00852",NA,NA,NA,NA,NA,NA,NA,NA,"DCAF13"
NA,"AC104232.3",NA,NA,NA,NA,NA,NA,NA,NA,"TBC1D23"
NA,"ZNF846",NA,NA,NA,NA,NA,NA,NA,NA,"OXLD1"
NA,"OBP2A",NA,NA,NA,NA,NA,NA,NA,NA,"RPL27A"
NA,"LINC02656",NA,NA,NA,NA,NA,NA,NA,NA,"CITED2"
NA,"TMEM147",NA,NA,NA,NA,NA,NA,NA,NA,"ASIP"
NA,"HMGN4",NA,NA,NA,NA,NA,NA,NA,NA,"SYCE1"
NA,"CDKN2AIP",NA,NA,NA,NA,NA,NA,NA,NA,"RRP7A"
NA,"PIK3R4",NA,NA,NA,NA,NA,NA,NA,NA,"GDI1"
NA,"ODF3L1",NA,NA,NA,NA,NA,NA,NA,NA,"CRYZL1"
NA,"GPD2",NA,NA,NA,NA,NA,NA,NA,NA,"RRP1B"
NA,"BEX3",NA,NA,NA,NA,NA,NA,NA,NA,"ZNF721"
NA,"ATP2B1",NA,NA,NA,NA,NA,NA,NA,NA,"DPYSL2"
NA,"IDH1",NA,NA,NA,NA,NA,NA,NA,NA,"DEGS1"
NA,"FMO4",NA,NA,NA,NA,NA,NA,NA,NA,"ANKRD42"
NA,"UBE2D3-AS1",NA,NA,NA,NA,NA,NA,NA,NA,"INMT"
NA,"ASXL1",NA,NA,NA,NA,NA,NA,NA,NA,"EXOSC9"
NA,"PEX19",NA,NA,NA,NA,NA,NA,NA,NA,"AC096751.2"
NA,"IQSEC1",NA,NA,NA,NA,NA,NA,NA,NA,"SPCS2"
NA,"AL354836.1",NA,NA,NA,NA,NA,NA,NA,NA,"LTBP3"
NA,"NLRP1",NA,NA,NA,NA,NA,NA,NA,NA,"SLC37A1"
NA,"PIK3C2A",NA,NA,NA,NA,NA,NA,NA,NA,"UNC50"
NA,"NPIPA3",NA,NA,NA,NA,NA,NA,NA,NA,"TFDP1"
NA,"BRD2",NA,NA,NA,NA,NA,NA,NA,NA,"PPIA"
NA,"PIKFYVE",NA,NA,NA,NA,NA,NA,NA,NA,"SCN1B"
NA,"NDUFA7",NA,NA,NA,NA,NA,NA,NA,NA,"PLEKHF2"
NA,"FANCE",NA,NA,NA,NA,NA,NA,NA,NA,"CSTF2T"
NA,"AC091978.1",NA,NA,NA,NA,NA,NA,NA,NA,"ATG14"
NA,"ZNF211",NA,NA,NA,NA,NA,NA,NA,NA,"ANKRD34A"
NA,"PDZRN3",NA,NA,NA,NA,NA,NA,NA,NA,"LSM2"
NA,"QSOX2",NA,NA,NA,NA,NA,NA,NA,NA,"ZNF738"
NA,"FAM8A1",NA,NA,NA,NA,NA,NA,NA,NA,"RPL12"
NA,"TLR5",NA,NA,NA,NA,NA,NA,NA,NA,"FAM98C"
NA,"DGAT1",NA,NA,NA,NA,NA,NA,NA,NA,"OSBP"
NA,"SPTY2D1OS",NA,NA,NA,NA,NA,NA,NA,NA,"BGN"
NA,"AC092809.2",NA,NA,NA,NA,NA,NA,NA,NA,"FOXJ3"
NA,"IDI1",NA,NA,NA,NA,NA,NA,NA,NA,"RNF103"
NA,"PIGK",NA,NA,NA,NA,NA,NA,NA,NA,"CALCRL"
NA,"KLF16",NA,NA,NA,NA,NA,NA,NA,NA,"DEPTOR"
NA,"KCTD4",NA,NA,NA,NA,NA,NA,NA,NA,"ASRGL1"
NA,"E2F4",NA,NA,NA,NA,NA,NA,NA,NA,"SPIN1"
NA,"MFNG",NA,NA,NA,NA,NA,NA,NA,NA,"ZBTB20-AS1"
NA,"PHETA1",NA,NA,NA,NA,NA,NA,NA,NA,"WBP1L"
NA,"CAPN15",NA,NA,NA,NA,NA,NA,NA,NA,"RPS24"
NA,"SERBP1",NA,NA,NA,NA,NA,NA,NA,NA,"MBD1"
NA,"TGM2",NA,NA,NA,NA,NA,NA,NA,NA,"MCMBP"
NA,"AMACR",NA,NA,NA,NA,NA,NA,NA,NA,"PPP1R15A"
NA,"IL27RA",NA,NA,NA,NA,NA,NA,NA,NA,"ANKRD13B"
NA,"ABI3",NA,NA,NA,NA,NA,NA,NA,NA,"FAM185A"
NA,"RNF4",NA,NA,NA,NA,NA,NA,NA,NA,"ANKRD55"
NA,"LINC02624",NA,NA,NA,NA,NA,NA,NA,NA,"TCN2"
NA,"GLYCTK",NA,NA,NA,NA,NA,NA,NA,NA,"CACNA2D3"
NA,"ZNF543",NA,NA,NA,NA,NA,NA,NA,NA,"OTUB1"
NA,"SPESP1",NA,NA,NA,NA,NA,NA,NA,NA,"AC093159.1"
NA,"RGS19",NA,NA,NA,NA,NA,NA,NA,NA,"RGS12"
NA,"NAA30",NA,NA,NA,NA,NA,NA,NA,NA,"COX7A1"
NA,"TSHR",NA,NA,NA,NA,NA,NA,NA,NA,"CYTOR"
NA,"LIN7A",NA,NA,NA,NA,NA,NA,NA,NA,"AC008556.1"
NA,"AC117395.1",NA,NA,NA,NA,NA,NA,NA,NA,"SH3BGRL"
NA,"PAXIP1",NA,NA,NA,NA,NA,NA,NA,NA,"XKR8"
NA,"USE1",NA,NA,NA,NA,NA,NA,NA,NA,"ZKSCAN2"
NA,"C2CD4C",NA,NA,NA,NA,NA,NA,NA,NA,"ZNF324"
NA,"ACTR1B",NA,NA,NA,NA,NA,NA,NA,NA,"ITGA6-AS1"
NA,"IKBIP",NA,NA,NA,NA,NA,NA,NA,NA,"AP002807.1"
NA,"DEDD2",NA,NA,NA,NA,NA,NA,NA,NA,"CLN6"
NA,"SYNE4",NA,NA,NA,NA,NA,NA,NA,NA,"SRPRA"
NA,"ZNF350",NA,NA,NA,NA,NA,NA,NA,NA,"RPL36A"
NA,"EXD3",NA,NA,NA,NA,NA,NA,NA,NA,"AL135999.1"
NA,"SH2D6",NA,NA,NA,NA,NA,NA,NA,NA,"PPP1CC"
NA,"USP45",NA,NA,NA,NA,NA,NA,NA,NA,"AF001548.2"
